ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2015	15-AUG-15	KERN	15S11N22W09	ORANGE (ALL OR UNSPEC)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	29.1	DIPHACINONE	.001455	114.57	A	G
NO	2015	01-MAY-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	4.5	BROMETHALIN	.00045			
NO	2015	01-SEP-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	6.125	BROMETHALIN	.0006125			
NO	2015	01-APR-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	4.875	BROMETHALIN	.0004875			
NO	2015	01-MAR-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	5.375	BROMETHALIN	.0005375			
NO	2015	01-FEB-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	3.9375	BROMETHALIN	.00039375			
NO	2015	01-AUG-15	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	6.7188	BROMETHALIN	.00067188			
NO	2015	01-OCT-15	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	6.4375	BROMETHALIN	.00064375			
NO	2015	01-JAN-15	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	2.9688	BROMETHALIN	.00029688			
NO	2015	01-NOV-15	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	4.5313	BROMETHALIN	.00045313			
NO	2015	01-DEC-15	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	4.375	BROMETHALIN	.0004375			
NO	2015	01-MAY-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002			
NO	2015	01-AUG-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	13	DIPHACINONE	.0013			
NO	2015	01-OCT-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	6	DIPHACINONE	.0006			
NO	2015	01-APR-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	35	DIPHACINONE	.0035			
NO	2015	01-JAN-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	22	DIPHACINONE	.0022			
NO	2015	01-MAR-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	12	DIPHACINONE	.0012			
NO	2015	01-JUN-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	35	DIPHACINONE	.0035			
NO	2015	01-SEP-15	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	6	DIPHACINONE	.0006			
NO	2015	01-FEB-15	KERN	15	RIGHTS OF WAY	RODENT BAIT CHLOROPHACINONE TREATED GRAIN  0.01	300	CHLOROPHACINONE	.03			
NO	2015	01-SEP-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	5	DIPHACINONE	.00025			
NO	2015	01-JUN-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	4.5	DIPHACINONE	.00045			
NO	2015	01-JUN-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	2	DIPHACINONE	.0001			
NO	2015	01-MAR-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	200	DIPHACINONE	.01			
NO	2015	01-OCT-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	12	DIPHACINONE	.0006			
NO	2015	01-MAY-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	14	DIPHACINONE	.0007			
NO	2015	01-MAR-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	12	DIPHACINONE	.0006			
NO	2015	01-APR-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	2	DIPHACINONE	.0001			
NO	2015	01-JUL-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	20	DIPHACINONE	.002			
NO	2015	01-AUG-15	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	31	DIPHACINONE	.0031			
NO	2015	01-DEC-15	KERN	15	RIGHTS OF WAY	RODENT BAIT ZINC PHOSPHIDE TREATED GRAIN (2.00%)	16	ZINC PHOSPHIDE	.32			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	5	BROMADIOLONE	.00025			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	1	BROMADIOLONE	.00005			
NO	2015	01-FEB-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	3	BROMADIOLONE	.00015			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	1	BROMADIOLONE	.00005			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	2	BROMADIOLONE	.0001			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	4	BROMADIOLONE	.0002			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE	6	BROMADIOLONE	.0003			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	7.125	BROMADIOLONE	.00035625			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	7.5	BROMADIOLONE	.000375			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	6.5625	BROMADIOLONE	.000328125			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	.1875	BROMADIOLONE	.000009375			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	4.6875	BROMADIOLONE	.000234375			
NO	2015	01-MAR-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	5.1563	BROMADIOLONE	.000257815			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	.375	BROMADIOLONE	.00001875			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	11.1563	BROMADIOLONE	.000557815			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	.4688	BROMADIOLONE	.00002344			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	11	BROMADIOLONE	.00055			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	12.6563	BROMADIOLONE	.000632815			
NO	2015	01-FEB-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	4.6875	BROMADIOLONE	.000234375			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	12.6563	BROMADIOLONE	.000632815			
NO	2015	01-APR-15	KERN	15	STRUCTURAL PEST CONTROL	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	5.625	BROMADIOLONE	.00028125			
NO	2015	01-APR-15	KERN	15	STRUCTURAL PEST CONTROL	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	.375	DIPHACINONE	.00001875			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	FASTRAC RODENTICIDE	.75	BROMETHALIN	.000075			
NO	2015	01-MAR-15	KERN	15	STRUCTURAL PEST CONTROL	JT EATON BAIT BLOCK RODENTICIDE WITH PEANUT BUTTER FLAVORIZER	.4375	DIPHACINONE	.000021875			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	JTEATON BAIT BLOCK RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	.1875	DIPHACINONE	.000009375			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	12	DIPHACINONE	.0012			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	2	DIPHACINONE	.0002			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	10	DIPHACINONE	.001			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	4	DIPHACINONE	.0004			
NO	2015	01-FEB-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	25	DIPHACINONE	.00125			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	45.75	DIPHACINONE	.0022875			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	58.25	DIPHACINONE	.0029125			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	42.5	DIPHACINONE	.002125			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	37.5	DIPHACINONE	.001875			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	54.75	DIPHACINONE	.0027375			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	.25	DIPHACINONE	.0000125			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	55	DIPHACINONE	.00275			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	46	DIPHACINONE	.0023			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	45.75	DIPHACINONE	.0022875			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	4	DIPHACINONE	.0004			
NO	2015	01-MAR-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	58.4375	DIPHACINONE	.002921875			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	50	DIPHACINONE	.0025			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.1102	BRODIFACOUM	.00000551			
NO	2015	01-DEC-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.9011	BRODIFACOUM	.000045055			
NO	2015	01-JAN-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.7386	BRODIFACOUM	.00003693			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.1874	BRODIFACOUM	.00000937			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.125	BRODIFACOUM	.00000625			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.125	BRODIFACOUM	.00000625			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.0794	BRODIFACOUM	.00000397			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.4134	BRODIFACOUM	.00002067			
NO	2015	01-APR-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.0309	BRODIFACOUM	.000001545			
NO	2015	01-AUG-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.2205	BRODIFACOUM	.000011025			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.3858	BRODIFACOUM	.00001929			
NO	2015	01-MAR-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.3968	BRODIFACOUM	.00001984			
NO	2015	01-APR-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.0551	BRODIFACOUM	.000002755			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.0287	BRODIFACOUM	.000001435			
NO	2015	01-MAR-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.3858	BRODIFACOUM	.00001929			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	1.2897	BRODIFACOUM	.000064485			
NO	2015	01-FEB-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.9414	BRODIFACOUM	.00004707			
NO	2015	01-JUN-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE BAIT PACK MINI-PELLETS CONTAINS BITREX	.0088	BRODIFACOUM	.00000044			
NO	2015	01-FEB-15	KERN	15	STRUCTURAL PEST CONTROL	TALON-G RODENTICIDE MINI-PELLETS (CONTAINS BITREX)	.125	BRODIFACOUM	.00000625			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	7.3125	BRODIFACOUM	.000365625			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	.875	BRODIFACOUM	.00004375			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	62	BRODIFACOUM	.0031			
NO	2015	01-NOV-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	58	BRODIFACOUM	.0029			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	8.25	BRODIFACOUM	.0004125			
NO	2015	01-MAY-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	50	BRODIFACOUM	.0025			
NO	2015	01-OCT-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	.4375	BRODIFACOUM	.000021875			
NO	2015	01-SEP-15	KERN	15	STRUCTURAL PEST CONTROL	WEATHERBLOK XT RODENTICIDE	61	BRODIFACOUM	.00305			
