YEAR_MONTH,log1pVFRate,FIRE_Acres_Burned,PRECIP,WIND_EventCount,WIND_AvgMPH,WIND_RunMiles,AQI_PM25,AQI_PM10,EARTHQUAKE_Total,PESTICIDE_Total,RODENTICIDE_Total,Avg_Monthly_DSCI
2014-08-01,0.854200600599416,99.65,0.0,0.0,4.535483871,108.7032258,58.0,43.0,1,768.1830675,2169.5757,1498.65
2014-09-01,1.016941104497633,12.14,0.07,0.0,4.07,97.68,61.5,51.0,0,408.2774884,1452.1036,1498.65
2014-10-01,1.016941104497633,13.55,0.42,0.0,3.432258065,82.50322581,60.0,50.0,0,245.0540863,2263.9408,1498.65
2014-11-01,0.7616843031832086,0.2,0.92,0.0,2.813333333,67.69333333,79.5,34.0,0,350.8743921,657.4587,1498.65
2014-12-01,0.6597279661112458,2.1,2.93,0.0,3.335483871,80.20967742,66.0,19.0,0,72.4336327,425.3555,1498.65
2015-01-01,0.9328617871938854,2.0,0.31,0.0,2.641935484,63.36774194,99.0,35.0,0,128.9009458,699.826,1499.6625
2015-02-01,0.48039267375771066,0.11,1.34,0.0,3.389285714,81.25714286,76.5,29.0,1,1217.1163971,6897.8255,1500.0
2015-03-01,0.9328617871938854,6.51,0.11,0.0,3.8,91.30967742,53.0,23.0,0,3882.3682469,2345.0,1500.0
2015-04-01,1.300847080161477,16.91,1.2799999999999998,0.0,4.943333333,118.6333333,52.0,24.0,0,5476.3359437,1478.3354,1500.0
2015-05-01,0.8485269988684379,148.38,0.83,0.0,5.341935484,128.1064516,52.0,22.0,0,2969.3630524,1767.8779,1500.0
2015-06-01,0.8485269988684379,228.38,0.0,0.0,4.91,117.8933333,57.0,31.0,0,2572.31671083,2761.9034,1500.0
2015-07-01,1.182115697092196,421.69,0.19,0.0,5.441935484,130.783871,57.0,29.0,0,1820.93946459,3499.5409,1500.0
2015-08-01,1.2724595173489883,28.06,0.0,0.0,4.9,117.6645161,63.0,44.0,0,737.71855074,1423.6719,1500.0
2015-09-01,1.3284509842416177,210.76,0.06,0.0,4.046666667,97.21666667,62.0,52.0,0,544.9709467,2064.4267,1500.0
2015-10-01,1.8476375255823057,16.99,0.41,0.0,3.503225806,84.05806452,63.0,38.0,0,181.24445673,1673.8602,1500.0
2015-11-01,1.2724595173489883,30.46,2.13,0.0,3.116666667,74.73666667,75.0,26.5,0,263.1084662,1307.229,1500.0
2015-12-01,1.117007735512292,0.63,3.3000000000000003,0.0,3.325806452,79.94516129,83.0,26.0,0,47.2634722,626.1205,1500.0
